Title,Description,Coding,2nd Coding,3rd coding,polarity
NFL X Removes Taylor Swift’s Social Media Header & Replaces with Passtronaut QB Ahead of the Mini Bowl,"It’s finally beginning to look like football again and not a promo campaign for Taylor Swift! In news that will bring relief to NFL fans, the league’s social media account has made a major change. This might come as sad news for Swifties, but does it also hint at something else? Taylor Swift is currently…The post NFL X Removes Taylor Swift’s Social Media Header & Replaces with Passtronaut QB Ahead of the Mini Bowl appeared first on EssentiallySports.",NFL,2,2,neutral
Jason Kelce Reveals Travis Kelce’s Relationship With Taylor Swift Is Why Her Dad Gave Up Eagles Fandom,"Travis Kelce isn’t just catching touchdowns, he’s catching flights and making headlines both on and off the gridiron! After a mind-blowing showdown against the Miami Dolphins that left the Frankfurt Stadium in awe. Kelce solidified his status as the tight-end titan. But this all-star doesn’t stop at gridiron glory – he’s touchdown dancing his way…The post Jason Kelce Reveals Travis Kelce’s Relationship With Taylor Swift Is Why Her Dad Gave Up Eagles Fandom appeared first on EssentiallySports.",Dating life,1,1,neutral
Young Taylor Swift fans go viral for struggling to open the star's CD: 'Making me laugh',"Three Taylor Swift fans, ages 11 and 12, go viral after a video of their struggles to open a CD grab over 2.7 million views — and even Swift herself responded.",Fans,3,3,neutral
Despite Being a Certified Swiftie Mikaela Shiffrin Stops Short of Dedicating Unique Tribute to Taylor Swift and Travis Kelce,"Mikaela Shiffrin, the queen of the slopes, continues to make modern-day history in Alpine skiing. The legend with the most World Cup wins by any skier ever recently collected her 89th World Cup in Levi, Finland, on November 12, 2023. The win was a special moment for the icon, as it was her 7th victory in…The post Despite Being a Certified Swiftie Mikaela Shiffrin Stops Short of Dedicating Unique Tribute to Taylor Swift and Travis Kelce appeared first on EssentiallySports.",Media and pop culture coverage,3,3,neutral
Bad Weather Enforces Postponement of Taylor Swift’s Eras Tour as Travis Kelce Reaches Argentina,"Amidst all the good things surrounding them, the rumored love of the NFL world faces bad weather this time. Travis Kelce is currently enjoying his Bye Week after his tiring overseas game against the Miami Dolphins. After the matchup, everyone speculated whether Kelce would attend Taylor Swift’s upcoming Eras Tour or not. While the TE…The post Bad Weather Enforces Postponement of Taylor Swift’s Eras Tour as Travis Kelce Reaches Argentina appeared first on EssentiallySports.",Tour,5,5,neutral
"Taylor Swift, Travis Kelce's PDA signals NFL player is 'endgame' for pop star: expert","Taylor Swift and Travis Kelce took their relationship public during the ""Karma"" singer's ""Eras Tour"" with new lyrics and a kiss. Experts explain the change in Swift's stance on privacy.",Dating life,1,1,neutral
"Taylor Swift surprises Travis Kelce at concert, pleads with fans to stop throwing things on stage","The Fox News Entertainment newsletter brings you the latest Hollywood headlines, celebrity interviews and stories from Los Angeles and beyond.",Dating life,1,1,neutral
Fan dies at Taylor Swift show in sweltering Rio de Janeiro,Fan dies at Taylor Swift show in sweltering Rio de Janeiro,Tour,5,5,neutral
Brittany Mahomes Favorite Friend Rumors Subside as Taylor Swift Gifts Same Surprise to Russell Wilson’s Singer Wife Ciara,"Taylor Swift is sharing her appreciation for friends in a special way. The singer seems to be spreading joy through the gift of a limited-edition 1989 cardigan. Swift has showcased her close relationship with Brittany Mahomes over the past few weeks. Ciara Wilson, the spouse of Denver Broncos quarterback Russell Wilson, has received the same…The post Brittany Mahomes Favorite Friend Rumors Subside as Taylor Swift Gifts Same Surprise to Russell Wilson’s Singer Wife Ciara appeared first on EssentiallySports.",Friends,4,4,positive
Taylor Swift postpones Argentina concert after Travis Kelce arrives,"Taylor Swift canceled the Nov. 10 concert of the international leg of ""The Eras Tour"" due to ""chaotic"" weather. Her rumored boyfriend, Travis Kelce, just arrived in the country.",Tour,5,5,neutral
"After the Eras Tour, Travis Kelce & Taylor Swift’s Relationship Gets Deeper & Serious","After disappointing the Swifties by choosing best friend Patrick Mahomes over Taylor Swift, Travis Kelce is now making up for it! Taylor Swift’s Eras Tour resumed its international leg on November 9, in Buenos Aires, Argentina. The crowd was looking for Kelce all around, but the footballer was nowhere to be found. Later, it was revealed…The post After the Eras Tour, Travis Kelce & Taylor Swift’s Relationship Gets Deeper & Serious appeared first on EssentiallySports.",Dating life,1,1,neutral
Travis Kelce issues apology to Taylor Swift's dad Scott after concert flub,"Travis Kelce spilled on his trip to Argentina to visit girlfriend Taylor Swift and hilariously apologized to her father, Scott, for an awkward flub he made during the concert.",Dating life,1,1,neutral
“Still Shocked Me”: Travis Kelce Breaks Silence on Taylor Swift Changing The Karma Lyrics,"When Taylor Swift changed the lyrics of her song to pay tribute to Travis Kelce, the entire crowd screamed with frenzy. The lyrics were supposed to be “Karma is the guy on the screen, coming home straight to me.” She substituted “screen” with “Chiefs”, referring to Kelce who plays as TE on the Kansas City…The post “Still Shocked Me”: Travis Kelce Breaks Silence on Taylor Swift Changing The Karma Lyrics appeared first on EssentiallySports.",Dating life,1,1,neutral
"WATCH – Travis Kelce Makes an Apology to Taylor Swift’s Dad, Revisits Dinner Date","Travis Kelce jetted off to Buenos Aires, Argentina during his bye week to make it to ‘Lover’ Taylor Swift’s ‘Eras World Tour.’ And he got rewarded handsomely for it, with a shoutout and PDA-packed kiss from Tay-Tay. Not just that,  Saturday night, the lovebirds went out for a dinner date at Elena, a restaurant in…The post WATCH – Travis Kelce Makes an Apology to Taylor Swift’s Dad, Revisits Dinner Date appeared first on EssentiallySports.",Dating life,1,1,neutral
Fan Dies at Taylor Swift Concert in Brazil,"Many fans fell sick at the show, where temperatures broke records and concertgoers complained of a lack of water. Saturday’s show could be even hotter.",Tour,5,5,neutral
Taylor Swift and Travis Kelce are Inseparable Holding Hands in Argentina,"Taylor Swift teamed up with her NFL beau Travis Kelce for an intimate dinner in Argentina -- and the lovebirds couldn't stop holding hands, proving they have an ironclad relationship. The pop singer and Kansas City Chiefs tight end were filmed…",Dating life,1,1,positive
"Travis Kelce Praises 'Genius' Taylor Swift, She's 'F***ing Mind-Blowing'",Travis Kelce's love for Taylor Swift is much deeper than her looks and musical talent ... the NFL superstar says he's fascinated by her brain and learning new things from her every day. The Kansas City Chiefs tight end opened up on his relationship…,Dating life,1,1,positive
Rio police investigate Taylor Swift concert organizers after fan's death,Rio police investigate Taylor Swift concert organizers after fan's death,Tour,5,5,neutral
Mom of Taylor Swift fan who died at Brazil concert gets emotional over Swifties’ help to return daughter’s body after blasting show organizers,"Ana Clara Benevides, 23, died after becoming ill at Swift's Friday concert in Rio.",Tour,5,5,neutral
Taylor Swift's Eras Tour Confronts The Climate Crisis,Taylor Swift's Eras Tour Confronts The Climate Crisis,Tour,5,5,neutral
“We’re Talking Football”: NFL Analyst Downplays Taylor Swift Hype as Travis Kelce & Co Meet Dangerous Eagles,"Ever since Travis Kelce invited Taylor Swift to watch him perform at the Arrowhead Stadium back in September, she overtook the football world. Now as the big game against the Eagles looms large and the venue being the Arrowhead, talks about the pop icon have picked up pace. Though many Kansas City Chiefs fans love…The post “We’re Talking Football”: NFL Analyst Downplays Taylor Swift Hype as Travis Kelce & Co Meet Dangerous Eagles appeared first on EssentiallySports.",NFL,2,2,neutral
Biden's Taylor Swift-Britney-Beyoncé mix-up sparks social media mockery: 'This is an impeachable offense',"President Biden appeared to confuse pop singers Britney Spears, Beyoncé and Taylor Swift during his comments at the annual turkey pardon at the White House on Monday.",Media and pop culture coverage,3,3,neutral
“Paparazzi Outside Her House…”: Travis Kelce Shares How His Life Transformed After Taylor Swift Love Story,"Travis Kelce, the Kansas City Chiefs charismatic tight end, recently sat down with WSJ Magazine. Interestingly, it was not to discuss touchdowns or tackles, but something quite different. He discussed an unexpected twist in his personal life. The star has finally fulfilled the wishes of every Swift and Kelce fan who wanted to know more…The post “Paparazzi Outside Her House…”: Travis Kelce Shares How His Life Transformed After Taylor Swift Love Story appeared first on EssentiallySports.",Dating life,1,1,neutral
Turkeys Named Taylor Swift and Travis Kelce Begin a New Life Together After Thanksgiving Miracle,"Travis Kelce and Taylor Swift are the hottest names of the year. With the media spotlight on them, their new romance has become a fan favorite and household topic. However, the latest news this Thanksgiving is about turkeys. As The Eras Tour and Arrowhead Stadium have played the cupid for the duo, the couple are…The post Turkeys Named Taylor Swift and Travis Kelce Begin a New Life Together After Thanksgiving Miracle appeared first on EssentiallySports.",Fans,3,3,positive
“We Are All Over the Moon”: From Gigi Hadid to Patrick Mahomes Everything Travis Kelce and Taylor Swift’s Friends Have to Say About Their Relationship,"Travis Kelce and Taylor Swift may not be spending Thanksgiving together, but if the speculations are true, they might spend the rest of their life together. The couple who sprouted dating rumors back in September, soft-launched their relationship just a week ago in Argentina. The KC Chiefs‘ trusty TE made it to Buenos Aires for…The post “We Are All Over the Moon”: From Gigi Hadid to Patrick Mahomes Everything Travis Kelce and Taylor Swift’s Friends Have to Say About Their Relationship appeared first on EssentiallySports.",Dating life,1,1,positive
